True_Status,Risk_Score,Risk_Level
Graduate,0.03767302722208112,Low Risk
Dropout,0.27411708211449554,Low Risk
Enrolled,0.13067437620341738,Low Risk
Graduate,0.23804440708063135,Low Risk
Graduate,0.042422111788106814,Low Risk
Dropout,0.9441633193725164,High Risk
Graduate,0.020466826680287983,Low Risk
Enrolled,0.31868160860757866,Medium Risk
Enrolled,0.11740590891680497,Low Risk
Graduate,0.08206512357772028,Low Risk
Enrolled,0.15012848956423128,Low Risk
Graduate,0.04645893128860228,Low Risk
Enrolled,0.14503642827601362,Low Risk
Graduate,0.021210052918594857,Low Risk
Graduate,0.03409915541640413,Low Risk
Graduate,0.0077197192786296175,Low Risk
Dropout,0.4712203376828865,Medium Risk
Dropout,0.9664422125361122,High Risk
Graduate,0.02908640157818837,Low Risk
Dropout,0.34182263771598465,Medium Risk
Graduate,0.11498921280915493,Low Risk
Enrolled,0.49016795019234044,Medium Risk
Dropout,0.9749495158534366,High Risk
Graduate,0.07215754909196571,Low Risk
Graduate,0.02276515197570762,Low Risk
Dropout,0.842350138321505,High Risk
Graduate,0.18110474793266818,Low Risk
Dropout,0.8271742208690633,High Risk
Dropout,0.05501585517496786,Low Risk
Dropout,0.6624140571383682,High Risk
Dropout,0.48913180279837615,Medium Risk
Graduate,0.020288299907421065,Low Risk
Enrolled,0.06980476063358944,Low Risk
Graduate,0.021057088321767756,Low Risk
Graduate,0.045982138989747415,Low Risk
Graduate,0.05575697708004898,Low Risk
Graduate,0.06454531379691161,Low Risk
Dropout,0.9710264207873305,High Risk
Graduate,0.7553265517295863,High Risk
Graduate,0.03207209606394708,Low Risk
Graduate,0.046483970064138284,Low Risk
Dropout,0.932277277661922,High Risk
Enrolled,0.08887816474567659,Low Risk
Graduate,0.09084585855392965,Low Risk
Graduate,0.05180150728983221,Low Risk
Graduate,0.17370256330907102,Low Risk
Graduate,0.03670332198969125,Low Risk
Enrolled,0.5377868465097607,Medium Risk
Graduate,0.01923528188536972,Low Risk
Graduate,0.12839405590081665,Low Risk
Graduate,0.02956126902859281,Low Risk
Graduate,0.015432977949481425,Low Risk
Graduate,0.06373834738393551,Low Risk
Enrolled,0.12077708083641674,Low Risk
Graduate,0.041198397013760525,Low Risk
Graduate,0.08744129881888814,Low Risk
Graduate,0.003966498862616739,Low Risk
Graduate,0.02635223282409468,Low Risk
Enrolled,0.2429383859909985,Low Risk
Graduate,0.018937044339832967,Low Risk
Graduate,0.05939227820838262,Low Risk
Dropout,0.45203983576084555,Medium Risk
Graduate,0.02989162013585681,Low Risk
Dropout,0.958385364604175,High Risk
Dropout,0.6904888951562805,High Risk
Graduate,0.1921180819464914,Low Risk
Graduate,0.06509546861455942,Low Risk
Graduate,0.058282153623471805,Low Risk
Graduate,0.03191788354339211,Low Risk
Graduate,0.06096650172213715,Low Risk
Graduate,0.0519012663246641,Low Risk
Graduate,0.24119305725672774,Low Risk
Graduate,0.04419331468608768,Low Risk
Graduate,0.023010344992263596,Low Risk
Graduate,0.2909522319169999,Low Risk
Dropout,0.913427815063205,High Risk
Graduate,0.019339283555512475,Low Risk
Graduate,0.11858094693515477,Low Risk
Graduate,0.028705954749695832,Low Risk
Dropout,0.8653262004737845,High Risk
Graduate,0.0459939617961906,Low Risk
Graduate,0.08019831298262252,Low Risk
Dropout,0.5489290029593631,Medium Risk
Graduate,0.04104310287939891,Low Risk
Graduate,0.031633077219253354,Low Risk
Dropout,0.09987191800046527,Low Risk
Enrolled,0.5662391780391411,Medium Risk
Graduate,0.20997153684820546,Low Risk
Enrolled,0.053009717171254904,Low Risk
Graduate,0.027611072782500596,Low Risk
Graduate,0.12391433443796795,Low Risk
Dropout,0.27590124393073384,Low Risk
Enrolled,0.24032996203134907,Low Risk
Dropout,0.976681015819383,High Risk
Dropout,0.8343233043226935,High Risk
Enrolled,0.2214664436777053,Low Risk
Graduate,0.3193261227540808,Medium Risk
Enrolled,0.09860181391485946,Low Risk
Enrolled,0.15844713720834516,Low Risk
Enrolled,0.3747208141371335,Medium Risk
Dropout,0.6589662192001865,High Risk
Dropout,0.9614488975432147,High Risk
Dropout,0.9739793724678887,High Risk
Graduate,0.41544242871098447,Medium Risk
Graduate,0.15078685856007135,Low Risk
Dropout,0.6491165856262876,High Risk
Graduate,0.04552898605838513,Low Risk
Enrolled,0.043762931146652834,Low Risk
Dropout,0.9662257839215761,High Risk
Enrolled,0.2984913131427457,Low Risk
Enrolled,0.22311613086904916,Low Risk
Dropout,0.9808719937307815,High Risk
Graduate,0.09498568611358627,Low Risk
Graduate,0.02385131216021166,Low Risk
Enrolled,0.11280192042616667,Low Risk
Dropout,0.2180883121621047,Low Risk
Graduate,0.09348700875537024,Low Risk
Enrolled,0.3121519734394219,Medium Risk
Graduate,0.1381540044636291,Low Risk
Dropout,0.25473168501551796,Low Risk
Graduate,0.11288599185280092,Low Risk
Graduate,0.0443608823754548,Low Risk
Graduate,0.08643939029166943,Low Risk
Graduate,0.031073006784079576,Low Risk
Enrolled,0.13109427908520288,Low Risk
Dropout,0.8951106940085622,High Risk
Graduate,0.03163480901641306,Low Risk
Dropout,0.4923088650455272,Medium Risk
Graduate,0.09955597216815783,Low Risk
Dropout,0.9189772372072803,High Risk
Dropout,0.48182874819681515,Medium Risk
Graduate,0.14990259094406744,Low Risk
Graduate,0.19344846832959295,Low Risk
Dropout,0.49820392020552284,Medium Risk
Dropout,0.907699092448431,High Risk
Dropout,0.6507314884767518,High Risk
Enrolled,0.24569012816972924,Low Risk
Graduate,0.10038644163967451,Low Risk
Enrolled,0.5028248450694699,Medium Risk
Dropout,0.9907333818003534,High Risk
Enrolled,0.03935804609774878,Low Risk
Enrolled,0.9516211711054706,High Risk
Graduate,0.1715861147630116,Low Risk
Enrolled,0.45806461156336054,Medium Risk
Enrolled,0.2407992285473567,Low Risk
Graduate,0.06225668675593483,Low Risk
Dropout,0.9423612358123455,High Risk
Graduate,0.03557289883306692,Low Risk
Enrolled,0.04938584757124295,Low Risk
Enrolled,0.13503717550666608,Low Risk
Dropout,0.9646949550914018,High Risk
Graduate,0.11226176452499943,Low Risk
Dropout,0.3814604861687783,Medium Risk
Dropout,0.2419961256895408,Low Risk
Dropout,0.9003709258415391,High Risk
Dropout,0.9882511803296342,High Risk
Dropout,0.9937644012005713,High Risk
Dropout,0.36638585876250646,Medium Risk
Dropout,0.3752491782706353,Medium Risk
Enrolled,0.4498480628918562,Medium Risk
Dropout,0.6884747248449532,High Risk
Graduate,0.048349630046951204,Low Risk
Enrolled,0.04561786225735026,Low Risk
Dropout,0.5980399364161337,Medium Risk
Dropout,0.9557951409720844,High Risk
Dropout,0.546341788447663,Medium Risk
Enrolled,0.16365074647691435,Low Risk
Enrolled,0.14349678185192188,Low Risk
Dropout,0.8825843149254021,High Risk
Dropout,0.826619786972919,High Risk
Dropout,0.535067536660924,Medium Risk
Dropout,0.9675526676783583,High Risk
Dropout,0.9835286566471886,High Risk
Graduate,0.1193218882603518,Low Risk
Dropout,0.5239249771742389,Medium Risk
Dropout,0.9734568276503979,High Risk
Dropout,0.1964700823324211,Low Risk
Dropout,0.8924134658242693,High Risk
Graduate,0.11529721809740351,Low Risk
Graduate,0.17323486848784436,Low Risk
Enrolled,0.2259716486737454,Low Risk
Dropout,0.8447937020981122,High Risk
Graduate,0.046336197409942013,Low Risk
Enrolled,0.15138674354306816,Low Risk
Dropout,0.8975390618793192,High Risk
Graduate,0.08863946570279603,Low Risk
Enrolled,0.14921694351421394,Low Risk
Dropout,0.9828004987144427,High Risk
Graduate,0.16242388152213952,Low Risk
Graduate,0.05279989453392079,Low Risk
Enrolled,0.3321440736725086,Medium Risk
Dropout,0.9446720020656949,High Risk
Dropout,0.8806342323788561,High Risk
Graduate,0.09013890971567998,Low Risk
Dropout,0.4217556301369862,Medium Risk
Graduate,0.06103155327529697,Low Risk
Dropout,0.8845883166647848,High Risk
Graduate,0.08941656579099294,Low Risk
Dropout,0.7475497806399465,High Risk
Graduate,0.09017159746636996,Low Risk
Graduate,0.10123317802206741,Low Risk
Dropout,0.9952251657738631,High Risk
Enrolled,0.46903360079170914,Medium Risk
Enrolled,0.09181699282249758,Low Risk
Enrolled,0.3837028782584007,Medium Risk
Enrolled,0.14227226043771624,Low Risk
Dropout,0.8973713360196293,High Risk
Enrolled,0.014844191534987733,Low Risk
Dropout,0.9406481459700495,High Risk
Dropout,0.9671049511553447,High Risk
Dropout,0.9536338774192437,High Risk
Graduate,0.045150104389366875,Low Risk
Graduate,0.028645354974614255,Low Risk
Graduate,0.04956221015070756,Low Risk
Dropout,0.8736536710329262,High Risk
Graduate,0.0730072952193268,Low Risk
Graduate,0.04625240500464371,Low Risk
Dropout,0.057885028141741825,Low Risk
Dropout,0.9492083012710659,High Risk
Dropout,0.9594219786867174,High Risk
Dropout,0.8679356317064593,High Risk
Graduate,0.03570074673163666,Low Risk
Dropout,0.831542854629342,High Risk
Enrolled,0.16978036287594248,Low Risk
Dropout,0.8769326362777751,High Risk
Enrolled,0.0307406109145795,Low Risk
Graduate,0.08893251255717842,Low Risk
Dropout,0.8739011370667931,High Risk
Enrolled,0.6852535758704071,High Risk
Dropout,0.9791795227381739,High Risk
Graduate,0.08209363396831489,Low Risk
Dropout,0.9776666741875871,High Risk
Dropout,0.8510807523770145,High Risk
Dropout,0.9436747640803512,High Risk
Graduate,0.11126146486980634,Low Risk
Dropout,0.39600953203216777,Medium Risk
Graduate,0.037344551579254814,Low Risk
Graduate,0.07071811027664177,Low Risk
Dropout,0.8008233014673555,High Risk
Dropout,0.9555978458364736,High Risk
Dropout,0.7358504798507928,High Risk
Enrolled,0.10517922321421211,Low Risk
Dropout,0.9939896210084651,High Risk
Enrolled,0.1987684071464094,Low Risk
Graduate,0.05670561726726541,Low Risk
Graduate,0.06903197952936678,Low Risk
Graduate,0.10340822516425086,Low Risk
Graduate,0.12696667346888782,Low Risk
Enrolled,0.21978090036014716,Low Risk
Graduate,0.06654153005697667,Low Risk
Dropout,0.9745082513409665,High Risk
Graduate,0.10492641425039692,Low Risk
Graduate,0.05395359161899753,Low Risk
Graduate,0.17410759551091393,Low Risk
Graduate,0.056192549060067876,Low Risk
Graduate,0.2076082054004336,Low Risk
Dropout,0.9490389687217875,High Risk
Graduate,0.09816573564398247,Low Risk
Graduate,0.13809087720991095,Low Risk
Dropout,0.12312510341437573,Low Risk
Graduate,0.07586478049674918,Low Risk
Dropout,0.8651445495454262,High Risk
Enrolled,0.6852873657579207,High Risk
Dropout,0.918809689298346,High Risk
Graduate,0.11087109870228369,Low Risk
Enrolled,0.4922051125475616,Medium Risk
Enrolled,0.17834887361329366,Low Risk
Graduate,0.058062393993948164,Low Risk
Enrolled,0.28983018897055157,Low Risk
Graduate,0.11111954066037985,Low Risk
Enrolled,0.4032224282696721,Medium Risk
Dropout,0.872284435889062,High Risk
Enrolled,0.06513438037413381,Low Risk
Graduate,0.09193891934392605,Low Risk
Enrolled,0.3210204010475319,Medium Risk
Enrolled,0.0992599726844722,Low Risk
Enrolled,0.3343061891994907,Medium Risk
Dropout,0.9611613398810708,High Risk
Graduate,0.08187740660722138,Low Risk
Dropout,0.9788671161385515,High Risk
Dropout,0.9520533155936912,High Risk
Graduate,0.06679265383774186,Low Risk
Graduate,0.05214821655826975,Low Risk
Graduate,0.04529125479470222,Low Risk
Dropout,0.45429985840616177,Medium Risk
Enrolled,0.14343665735975883,Low Risk
Enrolled,0.7799087577693549,High Risk
Graduate,0.042687292123599355,Low Risk
Enrolled,0.4821970504379662,Medium Risk
Graduate,0.6272121515225261,High Risk
Dropout,0.5294725263694084,Medium Risk
Dropout,0.931039668015686,High Risk
Dropout,0.9837985145189168,High Risk
Dropout,0.6283806962061336,High Risk
Enrolled,0.1494092622691491,Low Risk
Dropout,0.9259364606146848,High Risk
Graduate,0.08332350155515676,Low Risk
Enrolled,0.4871237685432679,Medium Risk
Dropout,0.9081424408017855,High Risk
Enrolled,0.18845586862380748,Low Risk
Graduate,0.0671400752079341,Low Risk
Graduate,0.05435040518692833,Low Risk
Dropout,0.2343822551195691,Low Risk
Graduate,0.13241792132064173,Low Risk
Dropout,0.8983888222306934,High Risk
Graduate,0.02541357610520451,Low Risk
Dropout,0.9218390291703958,High Risk
Graduate,0.35900729183838703,Medium Risk
Graduate,0.4514484111648259,Medium Risk
Dropout,0.996614718085055,High Risk
Dropout,0.9497625584230512,High Risk
Dropout,0.6377552668858695,High Risk
Dropout,0.9591783102039039,High Risk
Dropout,0.9601998034293945,High Risk
Enrolled,0.35654231130334885,Medium Risk
Graduate,0.477702218891161,Medium Risk
Graduate,0.19571014532111367,Low Risk
Dropout,0.8825117927936506,High Risk
Dropout,0.44617678514994286,Medium Risk
Graduate,0.13820870346728084,Low Risk
Graduate,0.24214503812862176,Low Risk
Enrolled,0.004777477418264455,Low Risk
Dropout,0.9665412036385064,High Risk
Dropout,0.9497423455474064,High Risk
Graduate,0.17445586366778304,Low Risk
Dropout,0.8827312719891877,High Risk
Dropout,0.9359323945083959,High Risk
Dropout,0.9921489725067655,High Risk
Dropout,0.9882579588789824,High Risk
Graduate,0.03679206949383882,Low Risk
Dropout,0.4565864337154608,Medium Risk
Dropout,0.7946576085953172,High Risk
Graduate,0.16139824154658575,Low Risk
Graduate,0.0605521235603855,Low Risk
Dropout,0.0740843029701899,Low Risk
Enrolled,0.26698195363662003,Low Risk
Enrolled,0.21859495763199135,Low Risk
Graduate,0.07055167752117562,Low Risk
Graduate,0.07499077730454472,Low Risk
Dropout,0.6870645727392259,High Risk
Dropout,0.9376180346625512,High Risk
Dropout,0.9133553246603102,High Risk
Dropout,0.9583915949007636,High Risk
Enrolled,0.19759240201997832,Low Risk
Dropout,0.9268975525572101,High Risk
Graduate,0.43546184662596127,Medium Risk
Dropout,0.9709019538105663,High Risk
Enrolled,0.4378655501201737,Medium Risk
Dropout,0.516194905014192,Medium Risk
Graduate,0.9899397795401295,High Risk
Dropout,0.981124662831041,High Risk
Dropout,0.6699465379149656,High Risk
Enrolled,0.8749411903166152,High Risk
Dropout,0.9914584438581494,High Risk
Graduate,0.09151749278973578,Low Risk
Enrolled,0.023278362444931214,Low Risk
Dropout,0.5525860362957572,Medium Risk
Graduate,0.03193322961490459,Low Risk
Graduate,0.04738515737002576,Low Risk
Enrolled,0.5841406857484098,Medium Risk
Dropout,0.9318322495670632,High Risk
Graduate,0.05801687751385884,Low Risk
Dropout,0.9771490564714169,High Risk
Dropout,0.9816021370670305,High Risk
Dropout,0.5204442671110308,Medium Risk
Dropout,0.9258038155508282,High Risk
Dropout,0.9501535512807482,High Risk
Dropout,0.9715138893656394,High Risk
Enrolled,0.33088987029954514,Medium Risk
Enrolled,0.04010964198571393,Low Risk
Dropout,0.7553329123195579,High Risk
Dropout,0.9316016754219206,High Risk
Enrolled,0.6962761685634556,High Risk
Dropout,0.9946274393486115,High Risk
Dropout,0.5427857363460196,Medium Risk
Dropout,0.9840799290734714,High Risk
Graduate,0.04087327476540189,Low Risk
Dropout,0.9718516809313668,High Risk
Graduate,0.05634898159605589,Low Risk
Enrolled,0.1460849552078701,Low Risk
Graduate,0.05799165378563207,Low Risk
Dropout,0.34569471629909615,Medium Risk
Enrolled,0.39841409923328536,Medium Risk
Graduate,0.04137366295876873,Low Risk
Graduate,0.04783260600733307,Low Risk
Graduate,0.01912844905063838,Low Risk
Graduate,0.05433880104688665,Low Risk
Dropout,0.984640674911946,High Risk
Dropout,0.9925072477021253,High Risk
Dropout,0.921737900642915,High Risk
Enrolled,0.3287759573698031,Medium Risk
Graduate,0.029245219159758296,Low Risk
Enrolled,0.4048249281723931,Medium Risk
Enrolled,0.2251939519671918,Low Risk
Dropout,0.969051897772966,High Risk
Graduate,0.1331527460464569,Low Risk
Graduate,0.09500510928667164,Low Risk
Graduate,0.054126842488042504,Low Risk
Graduate,0.08553104137431877,Low Risk
Graduate,0.025605106098193057,Low Risk
Dropout,0.7476027111978959,High Risk
Dropout,0.924175175108844,High Risk
Graduate,0.03765807236810474,Low Risk
Graduate,0.14864800283276433,Low Risk
Graduate,0.029961053331661533,Low Risk
Graduate,0.03360899756677992,Low Risk
Dropout,0.986002127039369,High Risk
Graduate,0.04376444421601871,Low Risk
Graduate,0.041921664176688245,Low Risk
Graduate,0.10235081116149992,Low Risk
Graduate,0.3541865611347408,Medium Risk
Graduate,0.11923741925914245,Low Risk
Dropout,0.9092836287947842,High Risk
Enrolled,0.8478271798166653,High Risk
Graduate,0.07226879996654549,Low Risk
Graduate,0.015108436866038018,Low Risk
Dropout,0.06489949030273648,Low Risk
Enrolled,0.016404604985544302,Low Risk
Graduate,0.052074233145140605,Low Risk
Graduate,0.049888417977036706,Low Risk
Graduate,0.03814356836951661,Low Risk
Graduate,0.027977983590005803,Low Risk
Graduate,0.043626813873597334,Low Risk
Graduate,0.053236461970539745,Low Risk
Graduate,0.05595070356315245,Low Risk
Dropout,0.9844583694674103,High Risk
Dropout,0.7957914133752366,High Risk
Graduate,0.12801261158340335,Low Risk
Dropout,0.03438797788864474,Low Risk
Graduate,0.05257499564027634,Low Risk
Graduate,0.034859858454933605,Low Risk
Graduate,0.05396568049592163,Low Risk
Graduate,0.19388524638939358,Low Risk
Graduate,0.008341023800102034,Low Risk
Graduate,0.04559166760714012,Low Risk
Enrolled,0.06580892041421332,Low Risk
Graduate,0.0179525283010205,Low Risk
Enrolled,0.3993631947980708,Medium Risk
Enrolled,0.03661806446089519,Low Risk
Graduate,0.03067168894196567,Low Risk
Graduate,0.16409865468611065,Low Risk
Graduate,0.05342836885365958,Low Risk
Dropout,0.8665584186818646,High Risk
Dropout,0.8539853856006147,High Risk
Graduate,0.03993864778422954,Low Risk
Dropout,0.9172339227405012,High Risk
Enrolled,0.17445500516933712,Low Risk
Graduate,0.08987933300588609,Low Risk
Graduate,0.026725638775667134,Low Risk
Graduate,0.0774980220947402,Low Risk
Graduate,0.028273757779204923,Low Risk
Dropout,0.9481507973653267,High Risk
Graduate,0.011554538366504285,Low Risk
Enrolled,0.03086179167874668,Low Risk
Graduate,0.015958294612931825,Low Risk
Dropout,0.9734400184094584,High Risk
Enrolled,0.03216705772248319,Low Risk
Enrolled,0.6497431857507201,High Risk
Graduate,0.04079027298507501,Low Risk
Enrolled,0.17769960326683154,Low Risk
Enrolled,0.02370396865706839,Low Risk
Dropout,0.0916635883035269,Low Risk
Graduate,0.1064730376231538,Low Risk
Graduate,0.024974723209770698,Low Risk
Dropout,0.9809235110447909,High Risk
Enrolled,0.6570239956289481,High Risk
Graduate,0.015980311914119843,Low Risk
Graduate,0.021148755634937934,Low Risk
Graduate,0.03424724366843635,Low Risk
Enrolled,0.2079746728817646,Low Risk
Enrolled,0.14919228496281053,Low Risk
Graduate,0.05007589223359125,Low Risk
Graduate,0.216514869846905,Low Risk
Graduate,0.044854193280657643,Low Risk
Graduate,0.08131175750624647,Low Risk
Graduate,0.036012897541731786,Low Risk
Graduate,0.08475391176632434,Low Risk
Graduate,0.05208918026838475,Low Risk
Dropout,0.7423475152958875,High Risk
Dropout,0.8317529406380086,High Risk
Graduate,0.04111400423995115,Low Risk
Graduate,0.03992792252737575,Low Risk
Graduate,0.018277100208446608,Low Risk
Dropout,0.9808733586354302,High Risk
Graduate,0.025322662264976023,Low Risk
Enrolled,0.306571044925174,Medium Risk
Graduate,0.02605235577526774,Low Risk
Graduate,0.1082772588096453,Low Risk
Enrolled,0.1778093119342757,Low Risk
Enrolled,0.6136294871318605,High Risk
Dropout,0.8362424395507911,High Risk
Enrolled,0.1462522345948817,Low Risk
Dropout,0.9288577289231524,High Risk
Enrolled,0.5528356310523289,Medium Risk
Graduate,0.031779599189862805,Low Risk
Dropout,0.18295443207852607,Low Risk
Enrolled,0.7453923385153676,High Risk
Graduate,0.015190638085576033,Low Risk
Dropout,0.24336957890689212,Low Risk
Dropout,0.31312159624932934,Medium Risk
Enrolled,0.06551425620381933,Low Risk
Enrolled,0.1853424426618464,Low Risk
Dropout,0.23756035161442954,Low Risk
Enrolled,0.3017983947124474,Medium Risk
Graduate,0.034879037128316026,Low Risk
Dropout,0.9375827905481569,High Risk
Dropout,0.752438333051417,High Risk
Graduate,0.013641441507245012,Low Risk
Graduate,0.03904199793697064,Low Risk
Dropout,0.09956738809845173,Low Risk
Graduate,0.07661637300074836,Low Risk
Dropout,0.9158167030879107,High Risk
Graduate,0.0735204991486394,Low Risk
Graduate,0.18294529687836697,Low Risk
Graduate,0.046016632245818326,Low Risk
Dropout,0.9375961784745663,High Risk
Dropout,0.15781079391824743,Low Risk
Dropout,0.42464786808600946,Medium Risk
Dropout,0.8400482754969694,High Risk
Graduate,0.06271790961930797,Low Risk
Dropout,0.16665663066756103,Low Risk
Graduate,0.03160317404815052,Low Risk
Enrolled,0.054990141488452396,Low Risk
Graduate,0.013526203484992606,Low Risk
Graduate,0.008175655628212588,Low Risk
Dropout,0.9642990464998414,High Risk
Graduate,0.04785105690142097,Low Risk
Dropout,0.8627310975258383,High Risk
Graduate,0.04465948856172952,Low Risk
Enrolled,0.022280876848053067,Low Risk
Enrolled,0.10735692130740365,Low Risk
Enrolled,0.06320655066181508,Low Risk
Dropout,0.8907438676132649,High Risk
Dropout,0.9265315002898549,High Risk
Graduate,0.05404834167049304,Low Risk
Graduate,0.05615663090866323,Low Risk
Enrolled,0.15297469044715356,Low Risk
Dropout,0.9622198854613041,High Risk
Dropout,0.9793147779918395,High Risk
Graduate,0.18596436931684418,Low Risk
Graduate,0.08298799484993423,Low Risk
Graduate,0.029561649132294802,Low Risk
Dropout,0.974756676452414,High Risk
Graduate,0.09607444240889465,Low Risk
Dropout,0.9319948455622015,High Risk
Dropout,0.6530684357399228,High Risk
Graduate,0.16597179434561207,Low Risk
Dropout,0.46305828372875957,Medium Risk
Enrolled,0.11502543135212683,Low Risk
Dropout,0.8684451704704309,High Risk
Dropout,0.8829798080369795,High Risk
Dropout,0.09217529240994637,Low Risk
Enrolled,0.07694875797987846,Low Risk
Dropout,0.8581432463674502,High Risk
Graduate,0.039899611094515855,Low Risk
Dropout,0.9246134645756653,High Risk
Graduate,0.05278062544008777,Low Risk
Graduate,0.1882574163558697,Low Risk
Graduate,0.1237121758239195,Low Risk
Enrolled,0.0360288491900421,Low Risk
Dropout,0.4908885636972989,Medium Risk
Dropout,0.10667386827042773,Low Risk
Dropout,0.5137669532157831,Medium Risk
Graduate,0.03850724260689952,Low Risk
Dropout,0.8927802098139073,High Risk
Dropout,0.9500292894249901,High Risk
Graduate,0.0833461184740147,Low Risk
Dropout,0.9736404937222402,High Risk
Graduate,0.06214361083616452,Low Risk
Dropout,0.982272364955983,High Risk
Enrolled,0.08222120631034581,Low Risk
Dropout,0.8260365811593116,High Risk
Enrolled,0.2926040637517244,Low Risk
Graduate,0.12124848877679818,Low Risk
Dropout,0.9025763240956207,High Risk
Enrolled,0.31651443371924987,Medium Risk
Graduate,0.0979047146602122,Low Risk
Enrolled,0.25685399538302417,Low Risk
Dropout,0.9126370899904421,High Risk
Graduate,0.12294499883612865,Low Risk
Enrolled,0.12055790822449645,Low Risk
Graduate,0.011102220473462127,Low Risk
Graduate,0.0960298924041625,Low Risk
Dropout,0.8866900198491736,High Risk
Dropout,0.975910418695486,High Risk
Graduate,0.20842757481129623,Low Risk
Dropout,0.9291418133970527,High Risk
Enrolled,0.010260031582833808,Low Risk
Enrolled,0.14450753160842283,Low Risk
Dropout,0.9904905047591994,High Risk
Enrolled,0.5380911349908516,Medium Risk
Dropout,0.993176150937516,High Risk
Dropout,0.7171265618842448,High Risk
Graduate,0.1185112863673601,Low Risk
Graduate,0.08010814346338249,Low Risk
Graduate,0.031214820429888237,Low Risk
Graduate,0.105115084506585,Low Risk
Enrolled,0.021803907717224433,Low Risk
Dropout,0.9917873945500002,High Risk
Enrolled,0.21705785207548486,Low Risk
Dropout,0.1747925627315212,Low Risk
Graduate,0.043360708586766224,Low Risk
Dropout,0.573145049035121,Medium Risk
Dropout,0.9326674209145827,High Risk
Dropout,0.9043811326355148,High Risk
Dropout,0.464161929204508,Medium Risk
Enrolled,0.8131173270604468,High Risk
Dropout,0.8165090253019391,High Risk
Graduate,0.06672160723961608,Low Risk
Dropout,0.7946098748592647,High Risk
Graduate,0.0356059352502427,Low Risk
Enrolled,0.06622322456702846,Low Risk
Graduate,0.04125075765547784,Low Risk
Dropout,0.9840405117310099,High Risk
Dropout,0.7905052807384791,High Risk
Graduate,0.15198587032072242,Low Risk
Dropout,0.7160566924034357,High Risk
Graduate,0.014884998234733049,Low Risk
Enrolled,0.49648155505984193,Medium Risk
Graduate,0.033916980756680516,Low Risk
Graduate,0.0354426073920069,Low Risk
Graduate,0.04276581316947457,Low Risk
Graduate,0.020840909204794342,Low Risk
Enrolled,0.14064212675392626,Low Risk
Enrolled,0.1658508749564797,Low Risk
Dropout,0.2404152367959244,Low Risk
Graduate,0.016779117381343005,Low Risk
Enrolled,0.43321650481767404,Medium Risk
Graduate,0.04023573125272727,Low Risk
Graduate,0.025359830667182216,Low Risk
Enrolled,0.23988773520368575,Low Risk
Graduate,0.04577151215027705,Low Risk
Graduate,0.035381207381124755,Low Risk
Graduate,0.025319643892784564,Low Risk
Enrolled,0.03156750160106572,Low Risk
Enrolled,0.3339337892472135,Medium Risk
Graduate,0.09480413778538783,Low Risk
Graduate,0.0625309560158356,Low Risk
Graduate,0.059324614958730634,Low Risk
Dropout,0.46722756436818774,Medium Risk
Graduate,0.03024124266847486,Low Risk
Graduate,0.03480154018866035,Low Risk
Graduate,0.02328351939923064,Low Risk
Graduate,0.14002600588736835,Low Risk
Graduate,0.025176088773058002,Low Risk
Graduate,0.03520737415913047,Low Risk
Dropout,0.8971859611394282,High Risk
Graduate,0.04548966346670436,Low Risk
Enrolled,0.006729259175217562,Low Risk
Dropout,0.9731929270927933,High Risk
Dropout,0.9968233149982203,High Risk
Dropout,0.3153814150953577,Medium Risk
Dropout,0.9441727411919304,High Risk
Graduate,0.023013501740896645,Low Risk
Dropout,0.886595226977201,High Risk
Graduate,0.11256413610709398,Low Risk
Dropout,0.8410762107347611,High Risk
Graduate,0.068370967902448,Low Risk
Dropout,0.9513912777438754,High Risk
Dropout,0.8876919367065728,High Risk
Enrolled,0.9288712513863764,High Risk
Enrolled,0.17821936411095876,Low Risk
Dropout,0.2086152651935092,Low Risk
Enrolled,0.10576663761139268,Low Risk
Enrolled,0.11294455408839024,Low Risk
Graduate,0.16833907036999818,Low Risk
Enrolled,0.6232101751444987,High Risk
Graduate,0.04291819352146995,Low Risk
Graduate,0.06517847433449396,Low Risk
Dropout,0.9901728800404848,High Risk
Graduate,0.06399533178584606,Low Risk
Dropout,0.812847487015499,High Risk
Graduate,0.048723797596839986,Low Risk
Graduate,0.03480319012075536,Low Risk
Enrolled,0.05122198795508983,Low Risk
Graduate,0.0252002355959556,Low Risk
Enrolled,0.08974460175016566,Low Risk
Graduate,0.03447324093881222,Low Risk
Enrolled,0.14946482583534013,Low Risk
Enrolled,0.13176191174723953,Low Risk
Graduate,0.04587020572016621,Low Risk
Graduate,0.0439466837245397,Low Risk
Graduate,0.04907421061457011,Low Risk
Dropout,0.9778713580869333,High Risk
Enrolled,0.8033999676634301,High Risk
Enrolled,0.03250634752262136,Low Risk
Graduate,0.04154273620919429,Low Risk
Graduate,0.024737619565076863,Low Risk
Dropout,0.9234775173087862,High Risk
Enrolled,0.2551179408431198,Low Risk
Dropout,0.9777936329986787,High Risk
Dropout,0.6311579024787124,High Risk
Dropout,0.9565392618343997,High Risk
Graduate,0.024337692170092223,Low Risk
Graduate,0.07453342239177364,Low Risk
Graduate,0.4629729456677699,Medium Risk
Enrolled,0.853018916468592,High Risk
Graduate,0.04995423146283582,Low Risk
Dropout,0.9874449619042005,High Risk
Graduate,0.05929511352149344,Low Risk
